name,cost,size,category
6023676017583,61675.82,7015,behavior
6071248932383,56452.32999999998,6936,behavior
6004383806772,60740.23999999982,6951,behavior
6007481031783,60941.25000000005,7049,behavior
6027148962983,63480.86999999997,7024,behavior
6004384041172,58115.32999999989,6935,behavior
6019564340583,60872.61999999986,7066,behavior
6091658562383,58092.59999999995,6974,behavior
6019246164583,63434.490000000056,6911,behavior
6019396654583,60724.099999999926,6981,behavior
6016925394583,56053.2299999999,6901,behavior
6023460572383,58525.749999999905,6986,behavior
6089632523783,56787.64999999997,6992,behavior
6013017211983,60866.87999999991,6976,behavior
6018745176183,62737.799999999996,7132,behavior
6025000823583,59685.66999999997,6898,behavior
6054947014783,70737.11,7159,behavior
6019564344583,64759.51999999991,7034,behavior
6023676072183,61979.95999999984,7059,behavior
6023676022783,65415.950000000055,7187,behavior
6019564383383,61540.350000000035,6978,behavior
6071590219583,69657.75999999963,7262,behavior
6013279353983,65072.38999999994,7133,behavior
6019164544783,63542.5699999999,6912,behavior
6019164586183,61400.210000000065,6837,behavior
6027149006383,60996.88000000014,7069,behavior
6100406737783,65097.20999999995,6977,behavior
6023676044383,64215.67000000014,6860,behavior
6068613839383,62465.530000000064,7121,behavior
6004386044572,67931.54999999961,7262,behavior
6019396649183,59723.58999999998,6940,behavior
6019673525983,58421.290000000066,6896,behavior
6002764392172,58950.63000000003,6921,behavior
6014809400783,61870.049999999814,7084,behavior
6003986707172,63994.950000000004,7018,behavior
6027147160983,59460.909999999916,6971,behavior
6046096047583,62039.08999999973,6958,behavior
6004383149972,63859.30999999994,6971,behavior
6019367052983,62583.55999999993,7018,behavior
6017550419583,61019.4600000001,6841,behavior
6018797127383,60467.230000000054,6983,behavior
6016925657183,62302.409999999996,6865,behavior
6004385895772,60235.09000000001,6935,behavior
6011244513583,64169.46999999989,7221,behavior
6027149008183,58484.95999999993,6938,behavior
6023356986383,61860.45999999999,6901,behavior
6004883585572,58017.119999999995,6851,behavior
6021722613183,62714.6000000001,7177,behavior
6019673762183,64552.58999999997,7355,behavior
6023676002183,60787.85000000005,7108,behavior
6004382299972,67493.85999999987,7366,behavior
6003966451572,59623.619999999995,6963,behavior
6085888747383,58217.24999999996,6950,behavior
6023516338783,65046.67999999984,7122,behavior
6015547900583,64424.40999999995,7184,behavior
6075237200983,58959.85999999979,6853,behavior
6025054896983,61729.7399999999,7039,behavior
6015559470583,62264.30999999993,7133,behavior
6092512424583,65175.81999999987,7134,behavior
6019098214783,61992.55999999996,6927,behavior
6086326043983,60628.700000000135,6919,behavior
6019520122583,60263.36,7026,behavior
6018995113183,58379.410000000025,6783,behavior
6017535283383,65971.37999999986,7188,behavior
6021354857783,63167.56999999996,7015,behavior
6018797004183,60808.789999999804,7083,behavior
6059793664583,62257.519999999895,6969,behavior
6016926254583,58626.010000000155,7027,behavior
6091658683183,61612.27999999982,6989,behavior
6028974370383,59620.35999999984,7105,behavior
6010231666183,59937.44999999995,6890,behavior
6029587661983,54196.34999999984,6866,behavior
6023356966183,57244.9999999999,6975,behavior
6003808923172,67646.56999999964,7121,behavior
6100407234583,66324.76999999979,7213,behavior
6019452369983,59130.66999999991,6935,behavior
6025000826583,58887.19999999999,6806,behavior
6021354882783,62538.64000000008,6846,behavior
6025000815983,61517.069999999934,6998,behavior
6023516403783,65697.01000000001,7068,behavior
6007078565383,65772.15999999995,7093,behavior
6003966450972,60662.86999999995,6972,behavior
6025978286383,58714.020000000026,7062,behavior
6025670492783,55381.43999999995,6715,behavior
6019396638383,61303.639999999905,6996,behavior
6086568164383,61754.489999999925,6876,behavior
6019673777983,58923.880000000005,7022,behavior
6100052630783,59365.46000000002,6757,behavior
6018797091183,60745.77999999989,6977,behavior
6058034528983,68638.20999999966,7266,behavior
6017831572183,58023.36000000009,6949,behavior
6086326072983,59482.240000000034,6997,behavior
6004385868372,65117.90000000001,6956,behavior
6026404871583,57809.0299999999,7020,behavior
6015547847583,67149.91999999969,7020,behavior
6004386010572,62818.81999999991,6965,behavior
6089632452783,59221.459999999875,7029,behavior
6023357000583,63134.719999999936,7101,behavior
6004385886572,61685.19999999994,6982,behavior
6017831560783,61493.349999999904,7021,behavior
23842646931250111,5736.430000000007,203,behavior
6006521037225,3825.630000000003,214,behavior
6008836834425,5422.270000000004,258,behavior
6006521000225,5912.820000000003,241,behavior
6007172474825,7764.170000000005,255,behavior
6019466121225,7521.960000000001,268,behavior
6019466094225,4367.52,229,behavior
6019396657183,59009.949999999815,6850,behavior
6006289239625,6930.350000000007,227,behavior
23842646929900111,4662.550000000003,217,behavior
23842646930320111,8187.200000000001,251,behavior
6019164630583,57666.440000000024,6888,behavior
6006289243425,3516.4000000000015,196,behavior
6008601663825,4646.200000000003,245,behavior
6023287455983,60254.600000000064,6900,behavior
6006521021625,4855.870000000001,236,behavior
6006289244025,5444.690000000001,246,behavior
23842646930630111,3740.7400000000002,196,behavior
6006520987825,6591.940000000001,249,behavior
6006521016625,4556.890000000001,252,behavior
6056265212183,62553.769999999946,6898,behavior
6019221038183,63588.909999999836,6935,behavior
6004383767972,58634.999999999985,6917,behavior
6083036245383,65234.200000000026,7182,behavior
6018797165983,64876.56000000004,7075,behavior
6019098117583,68921.40999999977,7130,behavior
6016926651383,57819.65999999999,6808,behavior
6071248894383,62330.12000000004,7077,behavior
6016925404783,58703.33999999993,7000,behavior
6019396650783,61347.94999999979,7024,behavior
6002714895372,51076.4099999999,5818,behavior
6043702804583,65000.23000000001,6955,behavior
6019673233983,64323.3399999998,7119,behavior
6018797036783,58764.72000000001,6920,behavior
6047219032183,60754.18000000007,6998,behavior
6091658512183,57270.45999999987,6886,behavior
6023675997383,59219.670000000086,6902,behavior
6009609033583,64071.27000000005,7154,behavior
6021354152983,61121.34999999998,6855,behavior
6091658708183,59573.6699999998,6931,behavior
6003966466972,63427.349999999875,6845,behavior
6022788483583,60182.27000000008,6911,behavior
6091658512983,62366.659999999734,6962,behavior
6019366943583,61512.8600000001,6927,behavior
6013516370183,64513.03999999992,6990,behavior
6013016790183,65159.259999999886,6933,behavior
6023356926183,63701.620000000024,7051,behavior
6100407062383,61793.080000000075,7036,behavior
6068843912183,62835.84000000003,6970,behavior
6023460579583,59207.85000000014,7044,behavior
6023356955383,64211.93999999977,6972,behavior
6023676060183,60636.899999999856,7057,behavior
6019221024783,66441.82999999997,6953,behavior
6068844014183,61636.80999999991,6978,behavior
6008868254383,58119.55,6886,behavior
6015235495383,62799.760000000046,7136,behavior
6016916298983,57390.68000000009,6925,behavior
6060616598183,61433.39999999995,6960,behavior
6023287459983,59991.69999999991,6871,behavior
6023676055383,66319.58999999987,7049,behavior
6092512462983,59482.769999999975,6859,behavior
6080562614783,60545.36999999993,6949,behavior
6013017308783,56525.87999999997,7105,behavior
6016926528983,65520.959999999905,6957,behavior
6015683810783,64230.02999999985,7009,behavior
6015852294783,60278.22999999998,7055,behavior
6023620475783,68372.34999999971,7135,behavior
6025000813183,56433.130000000034,7007,behavior
6017521096783,60104.25999999999,7068,behavior
6026660740983,55682.59999999999,6917,behavior
6061668174383,60279.60000000007,7016,behavior
6017567248583,60304.719999999834,6848,behavior
6086326078383,58332.79999999999,6906,behavior
6019377644783,65455.06999999982,7113,behavior
6091658707783,62591.189999999995,6967,behavior
6018413514983,63086.38000000003,6988,behavior
6008297697383,61497.909999999814,7031,behavior
6017253486583,64181.89999999984,6947,behavior
6023516315983,63641.11999999974,6990,behavior
6011390261383,58549.29000000003,6812,behavior
6013017236583,58480.07000000006,6871,behavior
6043341245183,60363.250000000095,6989,behavior
6086326068183,60338.370000000024,7170,behavior
6011191259183,62782.46999999979,6992,behavior
6100407132383,56663.86999999993,6380,behavior
6031259562783,60068.99999999995,6982,behavior
6023516373983,59903.62999999997,6867,behavior
6015593776783,62310.54000000001,6875,behavior
6015593608983,60135.10999999992,7052,behavior
6031259590183,61966.18999999973,6941,behavior
6006520980825,4361.350000000002,212,behavior
23842646930040111,2873.8300000000004,237,behavior
6006289264825,2352.109999999998,189,behavior
6006289241025,5278.660000000002,264,behavior
6006289277825,5416.640000000001,226,behavior
6010085130732,6822.1,282,behavior
6006289279225,3913.079999999999,243,behavior
6010085143532,3603.21,215,behavior
6006289290225,2952.79,190,behavior
23842646930370111,4484.990000000002,240,behavior
6017738032825,2030.1799999999996,184,behavior
23842646930990111,6136.400000000001,240,behavior
6006289278825,3490.2099999999996,210,behavior
6019466122425,2812.4499999999994,186,behavior
6006289243225,5149.69,250,behavior
6006142992425,4487.140000000005,221,behavior
6010054501299,6663.760000000008,221,behavior
6006289275425,3530.7899999999977,196,behavior
6017521108383,61336.329999999885,7137,behavior
6018277967225,3762.9100000000008,218,behavior
6009989281132,7002.610000000004,288,behavior
6006289244425,5171.6500000000015,217,behavior
23842646930980111,6885.020000000007,240,behavior
6017738027025,8969.410000000009,316,behavior
6006289261625,3337.85,207,behavior
6031038615282,3148.500000000002,211,behavior
6019545365425,3185.0300000000016,198,behavior
6006096695025,5998.410000000003,237,behavior
6006521022625,8720.120000000006,277,behavior
6006289242225,5127.190000000002,246,behavior
6009989373132,4454.770000000002,231,behavior
6006289241625,2900.9599999999996,202,behavior
6006096692625,4802.750000000003,229,behavior
6006096683425,4458.5199999999995,225,behavior
23842646929960111,7252.830000000003,261,behavior
6008900739625,6801.980000000003,252,behavior
6006289276625,3145.1500000000005,227,behavior
6014440740025,5848.030000000004,237,behavior
6019466097625,4559.590000000006,245,behavior
23842646931130111,4826.270000000003,264,behavior
23842646931320111,2579.6399999999985,214,behavior
6006289291625,4575.250000000001,255,behavior
6006289283225,3285.530000000002,205,behavior
6006520997025,5061.31,238,behavior
6006289291425,8726.469999999996,283,behavior
6068209522983,58706.32999999997,6956,behavior
23842646931120111,5357.960000000001,232,behavior
23842646930940111,8404.240000000007,303,behavior
6006289262425,5798.4000000000015,223,behavior
6006289265025,2540.749999999999,213,behavior
6006289236225,6930.910000000007,256,behavior
6009989335132,2180.199999999999,192,behavior
6018796980983,62308.00000000008,7036,behavior
6006289274625,3238.579999999999,216,behavior
6006289265225,4470.240000000004,234,behavior
6014440738225,9029.000000000005,271,behavior
6053437589632,3547.7900000000013,208,behavior
6006289241825,5431.520000000001,242,behavior
6006289287625,7477.650000000002,251,behavior
6006096684825,5679.860000000002,271,behavior
6006142992825,5588.640000000004,269,behavior
6006520978025,8461.120000000006,279,behavior
23842646930030111,3387.9500000000016,231,behavior
6025753961783,60832.52000000004,6913,behavior
23842646931350111,6322.480000000002,232,behavior
6006520981825,4822.570000000002,238,behavior
6006289245025,4307.360000000001,226,behavior
6006289290625,4721.739999999998,236,behavior
6010085132532,6264.480000000002,263,behavior
6006520996825,2023.489999999999,208,behavior
6008889506825,3947.3699999999994,244,behavior
6014440739625,5336.000000000002,256,behavior
6019466094825,3350.669999999999,211,behavior
6006289279025,4556.630000000001,241,behavior
6006142991825,2807.359999999999,206,behavior
6006521027425,3049.230000000001,209,behavior
6019367014383,59206.46000000012,6798,behavior
6006289245825,3847.580000000001,242,behavior
6006289291025,6876.78,267,behavior
6006520983625,3188.82,244,behavior
6006289276825,8069.380000000004,282,behavior
6029152103625,9567.09000000001,248,behavior
6006057201625,3598.6400000000003,197,behavior
23842646931170111,7104.990000000003,235,behavior
6010085130932,4820.650000000002,241,behavior
6008889506425,8488.130000000001,291,behavior
6019466104025,5278.690000000005,190,behavior
6014440738425,6812.880000000005,281,behavior
6006096691825,7355.95,282,behavior
6006521017425,7798.600000000005,256,behavior
6006094152225,4669.859999999999,211,behavior
6006289288625,8004.850000000004,281,behavior
6006289263025,4059.919999999997,205,behavior
23842646930620111,5037.4400000000005,241,behavior
6006520977625,3683.11,205,behavior
6009609045383,55440.7499999999,6782,behavior
6019466120825,4377.629999999997,249,behavior
6014809859183,59913.730000000134,7051,behavior
6006521022025,4333.310000000003,214,behavior
6010085140532,2507.729999999999,181,behavior
6092512412783,61439.25999999993,6902,behavior
6011191254383,60101.35000000013,6965,behavior
6018797373783,62899.13999999989,6979,behavior
6003133212372,60073.95999999999,6968,behavior
6043522870783,58448.37000000001,6903,behavior
6027149004983,62459.3199999999,7041,behavior
6091658651583,57013.329999999936,6934,behavior
6019673448383,64619.079999999914,6871,behavior
6007847947183,63067.65999999995,7026,behavior
6019396764183,70034.40000000005,6947,behavior
6019673808383,67535.53,7116,behavior
6004383941372,56924.73999999997,6710,behavior
6023676039183,67302.45999999986,7187,behavior
6091658540583,62050.92999999999,6956,behavior
6006289276425,3290.870000000002,220,behavior
6010085132732,7247.190000000001,254,behavior
6008900717425,5268.620000000001,250,behavior
6019735857332,3233.209999999998,216,behavior
6014440740425,4212.01,204,behavior
6006047697225,2995.37,238,behavior
6006520978425,9052.930000000002,286,behavior
6006521001825,5078.240000000001,283,behavior
6006521010425,4388.380000000003,233,behavior
6019466089825,6720.250000000005,265,behavior
6010054500899,3844.870000000001,233,behavior
6006289275225,3209.4400000000014,224,behavior
6006520998025,4096.700000000001,221,behavior
6006521027225,6851.350000000004,293,behavior
6006289239025,5730.160000000004,228,behavior
6006521035425,5537.22,226,behavior
6006289287825,8051.220000000003,245,behavior
6006289261825,6761.060000000001,258,behavior
6006299715825,5962.139999999999,236,behavior
6006289291225,5136.51,248,behavior
6019466098225,3827.0800000000017,199,behavior
6006096692225,2593.8099999999986,188,behavior
6006520994225,7874.72,228,behavior
6006289288425,9796.689999999997,282,behavior
6006289240625,4656.069999999999,236,behavior
6006520997625,3153.020000000001,225,behavior
6006289276225,3870.5000000000005,220,behavior
6006096689625,8650.869999999995,309,behavior
6006289261425,5846.320000000003,254,behavior
6006042591225,4608.030000000002,238,behavior
6014440739825,5422.410000000005,241,behavior
6006520978625,5041.140000000001,254,behavior
6006448678099,9509.320000000003,281,behavior
6006520994825,5499.860000000002,209,behavior
6006521006825,4146.290000000002,218,behavior
23842646931200111,3122.8500000000017,220,behavior
6017738032225,8144.120000000006,256,behavior
6019466109625,6428.440000000001,235,behavior
23842646929860111,6664.500000000005,262,behavior
6006289240825,7648.510000000003,270,behavior
6006520998225,4474.010000000003,226,behavior
23842646931050111,4725.960000000003,216,behavior
6006520992825,7586.530000000009,255,behavior
6006142991625,3569.350000000002,215,behavior
6006289241225,4019.7300000000014,213,behavior
6017738037025,9326.050000000005,259,behavior
6006289254825,6285.880000000009,235,behavior
6006096685425,3472.4399999999996,208,behavior
6019466119625,6956.7300000000005,243,behavior
6008900739425,4757.810000000001,234,behavior
23842646929850111,4316.43,257,behavior
6006299711825,3912.8,222,behavior
23842646930020111,6931.050000000004,252,behavior
6006289275625,8064.69,291,behavior
6006289262225,4320.460000000005,243,behavior
6006289255225,6803.600000000007,270,behavior
6010085130332,3318.7800000000007,219,behavior
6006289244825,7652.200000000001,272,behavior
6006289266025,2546.7899999999995,196,behavior
23842646931080111,5841.25,261,behavior
23842646930090111,8447.15000000001,276,behavior
23842646930930111,4833.04,234,behavior
6006289280225,5910.170000000005,228,behavior
6010085129732,2631.4500000000007,216,behavior
6006289236625,4303.04,233,behavior
6008900744225,7335.7300000000005,296,behavior
6006289280425,4065.2500000000027,223,behavior
6006521027625,6888.000000000001,260,behavior
6006520982425,3302.77,193,behavior
6014440737825,2662.3699999999985,218,behavior
6006520994025,8249.700000000004,269,behavior
6009218318099,3393.6900000000005,220,behavior
6006289264425,4540.719999999998,242,behavior
23842646930970111,7682.080000000002,279,behavior
6006289237825,5300.269999999999,243,behavior
6008601665225,4322.3200000000015,213,behavior
6006055885425,4351.28,205,behavior
6006521027825,7789.7800000000025,267,behavior
6010054475699,5035.800000000003,254,behavior
23842646929950111,4937.660000000001,245,behavior
6006289235425,5981.280000000004,230,behavior
6006289280825,10436.770000000006,310,behavior
23842646931180111,4622.260000000002,239,behavior
6006521024625,3316.6600000000003,202,behavior
6006289277425,5075.510000000002,277,behavior
6010085132132,3189.1400000000012,217,behavior
6006289278625,4725.970000000002,236,behavior
6006299715625,5697.75,247,behavior
6006520996225,4991.42,251,behavior
6008889506625,6680.320000000003,276,behavior
6006289275025,8920.13000000001,282,behavior
6039761529825,4361.1100000000015,214,behavior
6006289289825,6370.600000000005,271,behavior
6006049554025,7576.480000000002,281,behavior
23842646931290111,2465.179999999999,203,behavior
23842646929870111,8567.930000000004,272,behavior
6019466120025,5256.730000000001,234,behavior
6006289238825,6371.260000000002,250,behavior
6018277967025,8770.740000000007,251,behavior
6006520993425,6885.590000000002,272,behavior
6009989368132,5837.840000000006,246,behavior
23842646930440111,6425.060000000004,271,behavior
6006289240425,4671.06,223,behavior
6014440738825,2898.980000000001,198,behavior
6006289236425,5569.390000000002,236,behavior
6019736098332,5610.070000000001,248,behavior
6006520981425,5479.5700000000015,244,behavior
6006057669625,8239.88000000001,307,behavior
6006289238025,3644.2399999999993,200,behavior
6006289244225,3806.6700000000014,239,behavior
6006520996425,9095.990000000013,267,behavior
6030640013482,2504.9199999999983,200,behavior
6006289263225,8318.740000000005,278,behavior
6006520989025,9631.120000000006,300,behavior
6018277966625,7087.499999999999,292,behavior
23842646929910111,3541.110000000002,242,behavior
6018277966825,3923.9299999999985,232,behavior
23842646929840111,4009.590000000002,213,behavior
6006044419225,6522.330000000001,270,behavior
23842646929920111,8020.670000000007,305,behavior
6006289262025,8333.070000000009,283,behavior
6006520999425,6779.600000000005,252,behavior
23842646930070111,5495.869999999999,219,behavior
6019466097025,6748.4000000000015,220,behavior
6006289263425,3240.7200000000034,219,behavior
6006521003625,3999.5099999999984,215,behavior
6006142992625,6781.29,272,behavior
23842646931060111,5449.850000000004,235,behavior
6006051559425,7563.010000000003,270,behavior
6006521036025,9643.629999999996,304,behavior
6006289245425,8302.890000000001,288,behavior
23842646931400111,7466.500000000001,308,behavior
6006043207625,4878.1900000000005,255,behavior
6006521003025,6759.340000000004,252,behavior
6006289279425,2939.139999999998,232,behavior
6019466089225,2929.6100000000006,211,behavior
6006096694425,6740.990000000002,251,behavior
6006521032025,8286.87000000001,275,behavior
6019466103825,7294.710000000005,266,behavior
6006521021825,3084.6000000000004,224,behavior
6006289243825,2108.609999999998,213,behavior
6006289278225,5594.490000000003,234,behavior
23842646931310111,5114.580000000001,267,behavior
6018277966225,5863.089999999997,247,behavior
6006142993225,8416.210000000001,264,behavior
6006289242825,7678.070000000004,246,behavior
23842646929990111,7304.390000000001,241,behavior
23842646929970111,8087.890000000008,298,behavior
6019466120425,6217.090000000003,273,behavior
23842646931300111,3901.2900000000013,218,behavior
6019466089425,6543.719999999997,267,behavior
6006289288825,4778.500000000001,237,behavior
6006058285825,5582.810000000003,236,behavior
6006520999225,3207.519999999998,193,behavior
23842646929880111,3959.5499999999997,197,behavior
23842646931010111,8710.120000000003,284,behavior
6014440737425,7493.600000000003,286,behavior
6017681419425,3233.350000000001,230,behavior
6017681418425,4649.060000000002,242,behavior
6014440738625,5929.470000000005,295,behavior
6006142993025,3186.4800000000014,207,behavior
6006520981225,7596.069999999997,260,behavior
6030640264082,2470.649999999999,207,behavior
6006289265825,3708.8100000000013,221,behavior
6006289262625,3725.2999999999997,196,behavior
6019466122225,4575.739999999997,226,behavior
6009218318699,6663.2599999999975,259,behavior
6008900717025,5456.410000000002,266,behavior
6008900716825,6306.0300000000025,250,behavior
6006520986825,5398.980000000003,209,behavior
6006299715225,5316.1399999999985,238,behavior
6010085119732,7257.080000000003,221,behavior
6006371378532,5110.040000000003,254,behavior
23842646930220111,4288.960000000003,219,behavior
23842646931260111,2905.8600000000006,198,behavior
6006289235825,8584.400000000007,284,behavior
6006048168825,2457.739999999998,206,behavior
6006289290025,7734.860000000003,279,behavior
6006520979625,7342.640000000001,248,behavior
6006289265425,5272.390000000002,263,behavior
6006520999825,7238.7100000000055,261,behavior
6006142991425,7047.260000000005,254,behavior
23842646930950111,4854.54,210,behavior
6006059995425,4563.520000000001,274,behavior
6009218321299,4971.070000000004,245,behavior
6009989372332,3877.05,233,behavior
6006289242625,2209.4099999999985,195,behavior
6017738031425,7592.240000000001,267,behavior
6006289280025,6265.3899999999985,237,behavior
6006521035625,4308.69,240,behavior
23842646930340111,7863.890000000003,250,behavior
6006289240225,3470.180000000001,207,behavior
6006066695825,7648.810000000002,249,behavior
6019466095825,6314.69,257,behavior
6006520991825,9065.690000000006,281,behavior
6009218315499,5547.200000000003,224,behavior
6017738036025,3937.580000000001,234,behavior
23842646930330111,4481.120000000006,236,behavior
23842646930100111,4274.680000000001,232,behavior
6006521037625,4356.200000000001,211,behavior
23842646931280111,6450.39,256,behavior
23842646929940111,3758.95,224,behavior
23842646931410111,6610.799999999999,238,behavior
6037141606025,4920.220000000003,273,behavior
6006289289425,8057.840000000002,245,behavior
23842646931030111,4714.230000000002,212,behavior
6014440739225,7637.400000000006,271,behavior
6017681419625,5100.610000000002,192,behavior
6006289237025,5790.430000000004,240,behavior
23842646931040111,8504.250000000004,328,behavior
6006520998825,4958.130000000003,208,behavior
6006371376932,8181.490000000001,236,behavior
6006520980425,5645.370000000003,251,behavior
6006289265625,7114.360000000002,281,behavior
6019466096425,3372.5500000000015,215,behavior
6006289262825,5491.380000000001,211,behavior
6006289280625,4566.570000000001,233,behavior
6006289243625,4080.8000000000015,230,behavior
6006289290425,4500.990000000001,227,behavior
6006289278025,4519.35,179,behavior
6006289288025,8072.430000000003,291,behavior
6006289290825,5307.490000000004,263,behavior
6017738032625,8058.230000000006,268,behavior
6017681421025,6221.110000000003,229,behavior
6006448678899,3791.920000000002,210,behavior
6006289288225,2584.1099999999983,195,behavior
6006371378732,7170.510000000001,265,behavior
6006289263625,4359.070000000002,256,behavior
6006521029025,4274.84,226,behavior
6006289238225,3027.4600000000014,235,behavior
23842646930110111,5674.159999999998,239,behavior
6006289242025,3307.65,216,behavior
6019466098025,9803.630000000005,303,behavior
6006142991225,3951.4900000000007,197,behavior
6006096686425,5518.350000000005,261,behavior
23842646930300111,5448.870000000004,223,behavior
6014440739025,8964.660000000002,274,behavior
6006289240025,5073.650000000003,239,behavior
6006094112825,6007.72,243,behavior
6006289277225,3682.109999999999,216,behavior
6006299716025,6857.150000000004,273,behavior
6019466116825,8218.310000000007,267,behavior
6006289276025,6917.99,254,behavior
23842646930000111,2840.8599999999997,199,behavior
23842646931340111,5362.030000000003,228,behavior
6006520995425,3638.85,207,behavior
6006289244625,7425.139999999996,263,behavior
6006289263825,5885.890000000001,246,behavior
6053169093232,3691.4599999999987,216,behavior
6017738033025,5166.05,235,behavior
23842646930520111,8157.470000000001,260,behavior
6006066125625,4264.5199999999995,219,behavior
6017738032025,2314.850000000001,212,behavior
23842646931110111,3906.869999999997,215,behavior
6006289281025,7173.600000000006,249,behavior
6006520982825,4024.2200000000007,214,behavior
6006289277025,4550.710000000004,265,behavior
6017738032425,5826.860000000008,241,behavior
6006520983225,3701.1900000000014,207,behavior
23842646931240111,1809.6399999999992,207,behavior
6006044149225,3631.840000000002,229,behavior
6006289245625,2759.840000000001,158,behavior
6006289239225,7785.810000000001,246,behavior
6006299715425,4866.9600000000055,213,behavior
6010085132332,3909.77,228,behavior
6006521026825,7063.270000000008,277,behavior
6006048653025,3536.540000000002,194,behavior
23842646930960111,3029.6300000000015,207,behavior
6006521022425,2995.4199999999996,239,behavior
6006289279825,3962.890000000002,220,behavior
6019466098425,7227.200000000001,258,behavior
23842646931270111,4222.190000000002,227,behavior
23842646931090111,5740.180000000001,211,behavior
23842646930350111,4321.0599999999995,251,behavior
6006289236825,4541.670000000004,249,behavior
23842646930360111,1538.1500000000003,186,behavior
23842646930050111,5027.829999999999,222,behavior
6006289289225,5748.760000000001,239,behavior
6073701812001,5356.660000000002,234,behavior
6006521035025,7381.850000000002,277,behavior
6006521019025,6007.42,233,behavior
6019466119825,5936.4400000000005,249,behavior
6010085131932,7415.800000000005,260,behavior
6006289277625,5831.17,237,behavior
6006289264625,4449.480000000002,253,behavior
6019466108225,5411.580000000002,224,behavior
6006289236025,4974.97,217,behavior
6006521022825,6641.849999999997,212,behavior
6006096684025,5174.719999999998,238,behavior
6017738031825,6619.200000000003,204,behavior
6006289287225,3523.510000000001,214,behavior
23842646931230111,6364.890000000005,210,behavior
6006142992225,5480.940000000005,246,behavior
23842646931220111,3416.0699999999993,219,behavior
6006289264225,4634.339999999998,234,behavior
6009218310699,6656.390000000004,272,behavior
6006142992025,5551.640000000003,231,behavior
6006521021425,7290.740000000005,294,behavior
6014440739425,6478.280000000002,245,behavior
23842646929890111,8196.340000000002,250,behavior
23842646930060111,7571.199999999999,282,behavior
6006096609625,4291.46,177,behavior
6006520982025,6124.360000000006,264,behavior
6006060348025,5369.230000000001,230,behavior
6006520990425,5747.250000000003,226,behavior
6006142993425,4757.170000000003,234,behavior
6006289275825,3688.2399999999993,207,behavior
6006040429825,5964.240000000005,234,behavior
6006289242425,4198.760000000001,201,behavior
6006094166025,8196.760000000002,305,behavior
6006289287425,3817.8500000000013,225,behavior
6019545366225,3197.4300000000003,208,behavior
6017738035625,8468.960000000006,272,behavior
6019466103225,2776.3300000000013,193,behavior
23842646931150111,4242.330000000003,219,behavior
6006289239425,4873.969999999999,246,behavior
6009218315099,4401.970000000003,221,behavior
23842646931520111,714.0400000000002,64,behavior
6006289245225,7493.810000000003,258,behavior
